Year,Month,Day,Temp_Max[?øC],Temp_Mean[?øC],Temp_Min[?øC],Weather Category,,Emirate
2019,11,1,34.4,29,23.5,Sunny and Warm,,Umm Al Quwain
2020,5,17,44.2,33.5,25.6,Sunny and Hot,,Umm Al Quwain
2022,1,28,26.6,20.6,14.8,Sunny and Warm,,Umm Al Quwain
2020,3,23,25.6,22.1,19.7,Sunny and Warm,,Umm Al Quwain
2022,3,28,27.2,23,20.2,Sunny and Warm,,Umm Al Quwain
2019,5,31,42.5,35,27.4,Sunny and Hot,,Umm Al Quwain
2018,2,10,25.2,17.7,11.9,Cold and Cloudy,,Umm Al Quwain
2022,2,26,35.4,24.4,14.8,Sunny and Warm,,Umm Al Quwain
2018,8,12,43.1,36.8,31.6,Sunny and Hot,,Umm Al Quwain
2020,10,26,36.2,27.7,20.1,Sunny and Warm,,Umm Al Quwain
2020,12,14,27.4,20.9,13.9,Sunny and Warm,,Umm Al Quwain
2020,5,15,40.4,30.5,23.3,Sunny and Hot,,Umm Al Quwain
2020,9,10,43.7,34,27.9,Sunny and Hot,,Umm Al Quwain
2021,11,27,33,25.3,18.5,Sunny and Warm,,Umm Al Quwain
2019,5,12,39.9,32.2,25.3,Sunny and Hot,,Umm Al Quwain
2021,11,30,30.4,24.1,17.5,Sunny and Warm,,Umm Al Quwain
2020,11,20,32.9,25.3,18.4,Sunny and Warm,,Umm Al Quwain
2022,10,28,36,29.2,22.9,Sunny and Warm,,Umm Al Quwain
2018,7,11,50.6,39.6,32.4,Sunny and Hot,,Umm Al Quwain
2018,8,22,45.3,36.7,31.7,Sunny and Hot,,Umm Al Quwain
2022,7,24,45.2,38.4,34.5,Sunny and Hot,,Umm Al Quwain
2021,2,4,28.9,20.6,15.3,Sunny and Warm,,Umm Al Quwain
2019,7,31,45.6,38.6,35.5,Sunny and Hot,,Umm Al Quwain
2018,2,28,30.2,24.9,21.3,Sunny and Warm,,Umm Al Quwain
2020,4,11,40.4,33.8,26.9,Sunny and Hot,,Umm Al Quwain
2020,9,28,42.7,33,25.6,Sunny and Hot,,Umm Al Quwain
2020,8,5,43.5,36.2,30.4,Sunny and Hot,,Umm Al Quwain
2019,7,14,44.7,36.1,31.2,Sunny and Hot,,Umm Al Quwain
2021,9,2,44,36.2,31.5,Sunny and Hot,,Umm Al Quwain
2021,10,18,39.9,31.2,23.5,Sunny and Hot,,Umm Al Quwain
2021,7,3,46.7,36.8,29.7,Sunny and Hot,,Umm Al Quwain
2019,11,7,35.6,27.7,21.3,Sunny and Warm,,Umm Al Quwain
2019,8,24,46.4,38.1,31.4,Sunny and Hot,,Umm Al Quwain
2022,7,18,46.9,38.6,34.2,Sunny and Hot,,Umm Al Quwain
2019,2,14,25,18.8,12,Cold and Cloudy,,Umm Al Quwain
2020,6,19,42.2,33.9,27.7,Sunny and Hot,,Umm Al Quwain
2020,1,7,24.7,19.4,12.8,Cold and Cloudy,,Umm Al Quwain
2022,4,2,35.3,26.2,17.4,Sunny and Warm,,Umm Al Quwain
2019,4,16,34.4,25.4,15.7,Sunny and Warm,,Umm Al Quwain
2019,6,8,45.6,36.5,28.4,Sunny and Hot,,Umm Al Quwain
2021,1,9,25.3,17.5,9.1,Cold and Cloudy,,Umm Al Quwain
2022,3,1,27.2,22.2,18.7,Sunny and Warm,,Umm Al Quwain
2022,5,1,36.7,29.8,24.8,Sunny and Warm,,Umm Al Quwain
2021,10,13,41.5,32.8,26,Sunny and Hot,,Umm Al Quwain
2018,3,8,34.7,24.4,15.6,Sunny and Warm,,Umm Al Quwain
2020,2,19,33.1,22.6,14.6,Sunny and Warm,,Umm Al Quwain
2020,7,20,45.7,38.2,33.9,Sunny and Hot,,Umm Al Quwain
2020,1,26,19.3,17.4,15.5,Cold and Cloudy,,Umm Al Quwain
2020,7,3,45.3,37.1,32.2,Sunny and Hot,,Umm Al Quwain
2022,4,14,44.7,33.4,25.3,Sunny and Hot,,Umm Al Quwain
2022,1,31,26.9,20.6,15.6,Sunny and Warm,,Umm Al Quwain
2020,4,13,35.5,30.5,26.7,Sunny and Hot,,Umm Al Quwain
2018,9,26,40.4,32.7,25.8,Sunny and Hot,,Umm Al Quwain
2018,11,30,32.5,23.8,16,Sunny and Warm,,Umm Al Quwain
2021,6,14,42.3,35,28,Sunny and Hot,,Umm Al Quwain
2018,12,29,28.1,20.2,13,Sunny and Warm,,Umm Al Quwain
2022,7,6,41.6,34.8,27.8,Sunny and Hot,,Umm Al Quwain
2021,9,28,40.9,33.5,28.8,Sunny and Hot,,Umm Al Quwain
2021,10,24,35.6,30,26,Sunny and Hot,,Umm Al Quwain
2022,2,27,35.6,25.9,19.9,Sunny and Warm,,Umm Al Quwain
2018,1,14,25.6,18.8,13.4,Cold and Cloudy,,Umm Al Quwain
2019,3,15,25.8,22.2,19.7,Sunny and Warm,,Umm Al Quwain
2020,2,1,24.9,17.5,10.7,Cold and Cloudy,,Umm Al Quwain
2020,1,15,21.7,17.2,14,Cold and Cloudy,,Umm Al Quwain
2020,9,19,44.6,33.8,25.8,Sunny and Hot,,Umm Al Quwain
2021,7,27,47.4,38.9,33.1,Sunny and Hot,,Umm Al Quwain
2019,7,21,45.3,37.6,33.9,Sunny and Hot,,Umm Al Quwain
2020,12,14,27.4,20.9,13.9,Sunny and Warm,,Umm Al Quwain
2021,5,6,36.5,30,24.2,Sunny and Hot,,Umm Al Quwain
2021,3,7,26.6,22.1,19,Sunny and Warm,,Umm Al Quwain
2022,11,13,34,27.4,21.2,Sunny and Warm,,Umm Al Quwain
2020,2,6,27.1,19.2,12.9,Cold and Cloudy,,Umm Al Quwain
2021,3,20,34.6,26.6,21.4,Sunny and Warm,,Umm Al Quwain
2019,10,24,39.8,31,24.7,Sunny and Hot,,Umm Al Quwain
2018,8,8,44,36.6,31.5,Sunny and Hot,,Umm Al Quwain
2022,12,19,27.9,22.3,17.6,Sunny and Warm,,Umm Al Quwain
2018,4,7,34.7,28.2,22.1,Sunny and Warm,,Umm Al Quwain
2021,5,25,48.3,38,29.3,Sunny and Hot,,Umm Al Quwain
2018,7,17,43.7,37,30.5,Sunny and Hot,,Umm Al Quwain
2022,12,18,28.1,22.9,17.2,Sunny and Warm,,Umm Al Quwain
2022,3,14,38.8,28.5,20.3,Sunny and Warm,,Umm Al Quwain
2018,7,30,46.3,38.4,35,Sunny and Hot,,Umm Al Quwain
2019,6,26,47.9,37.9,32.3,Sunny and Hot,,Umm Al Quwain
2019,12,2,29.3,22.8,16.6,Sunny and Warm,,Umm Al Quwain
2020,7,14,45.9,39.6,34.2,Sunny and Hot,,Umm Al Quwain
2021,12,10,29,22,15.9,Sunny and Warm,,Umm Al Quwain
2020,3,7,32.8,22.8,15.7,Sunny and Warm,,Umm Al Quwain
2018,12,30,27.1,19.7,13.3,Cold and Cloudy,,Umm Al Quwain
2019,12,9,30.9,24.2,18.6,Sunny and Warm,,Umm Al Quwain
2018,5,19,37.4,30,23,Sunny and Hot,,Umm Al Quwain
2022,9,6,45.5,36.4,29.2,Sunny and Hot,,Umm Al Quwain
2022,5,18,40.8,31.4,24.4,Sunny and Hot,,Umm Al Quwain
2018,1,22,24.9,19.7,15.8,Cold and Cloudy,,Umm Al Quwain
2021,12,12,27.7,22.8,18.3,Sunny and Warm,,Umm Al Quwain
2019,3,17,35,27.6,22.3,Sunny and Warm,,Umm Al Quwain
2020,3,11,30.2,21.3,13.3,Sunny and Warm,,Umm Al Quwain
2019,12,28,26.6,18.7,11.8,Cold and Cloudy,,Umm Al Quwain
2021,1,7,25.8,18.8,12.4,Cold and Cloudy,,Umm Al Quwain
2018,11,2,34.8,28.6,24.4,Sunny and Warm,,Umm Al Quwain
2018,7,22,42.9,36.3,32.1,Sunny and Hot,,Umm Al Quwain
2021,7,1,45.9,36.9,30.1,Sunny and Hot,,Umm Al Quwain
2022,9,8,42.4,34.9,29.8,Sunny and Hot,,Umm Al Quwain
2021,8,19,44.1,36.9,31.3,Sunny and Hot,,Umm Al Quwain
2021,2,13,27.1,20.9,15.3,Sunny and Warm,,Umm Al Quwain
2018,5,16,40.8,33.1,28.2,Sunny and Hot,,Umm Al Quwain
2022,10,24,38.2,30,23.1,Sunny and Hot,,Umm Al Quwain
2020,4,9,43.4,32.9,23.9,Sunny and Hot,,Umm Al Quwain
2021,4,23,42.4,32.3,22.5,Sunny and Hot,,Umm Al Quwain
2020,4,6,32.9,26.9,21.4,Sunny and Warm,,Umm Al Quwain
2018,2,15,33.8,24.6,19.3,Sunny and Warm,,Umm Al Quwain
2019,9,22,45.1,34.6,26.8,Sunny and Hot,,Umm Al Quwain
2020,6,24,43.3,33.8,28.1,Sunny and Hot,,Umm Al Quwain
2022,9,27,40.7,33.2,29.2,Sunny and Hot,,Umm Al Quwain
2018,1,23,24.8,17.8,11.3,Cold and Cloudy,,Umm Al Quwain
2020,7,30,46.4,37.8,31.7,Sunny and Hot,,Umm Al Quwain
2018,7,30,46.3,38.4,35,Sunny and Hot,,Umm Al Quwain
2021,7,14,46.1,39.4,34.7,Sunny and Hot,,Umm Al Quwain
2019,10,12,41,32.9,28.1,Sunny and Hot,,Umm Al Quwain
2022,4,5,40.3,27.6,18.6,Sunny and Warm,,Umm Al Quwain
2020,12,11,27.8,21.9,16.7,Sunny and Warm,,Umm Al Quwain
2019,10,24,39.8,31,24.7,Sunny and Hot,,Umm Al Quwain
2018,4,7,34.7,28.2,22.1,Sunny and Warm,,Umm Al Quwain
2019,6,30,47.7,37.1,27.8,Sunny and Hot,,Umm Al Quwain
2022,6,5,47.1,34.9,24.6,Sunny and Hot,,Umm Al Quwain
2021,6,14,42.3,35,28,Sunny and Hot,,Umm Al Quwain
2020,4,23,38.7,29.8,21.8,Sunny and Warm,,Umm Al Quwain
2018,1,29,22.2,18.8,16.2,Cold and Cloudy,,Umm Al Quwain
2020,9,9,43.9,34.9,26.7,Sunny and Hot,,Umm Al Quwain
2020,7,30,46.4,37.8,31.7,Sunny and Hot,,Umm Al Quwain
2020,1,13,21.9,17.7,13.5,Cold and Cloudy,,Umm Al Quwain
2021,4,8,37.9,25.7,18,Sunny and Warm,,Umm Al Quwain
2022,11,3,38.4,29.1,21,Sunny and Warm,,Umm Al Quwain
2020,9,20,43.2,33,26.5,Sunny and Hot,,Umm Al Quwain
2018,9,11,43.3,35.4,29.8,Sunny and Hot,,Umm Al Quwain
2022,12,16,28.9,23.2,16.8,Sunny and Warm,,Umm Al Quwain
2021,11,26,31.4,25.4,19.2,Sunny and Warm,,Umm Al Quwain
2021,7,28,49,39.2,30.3,Sunny and Hot,,Umm Al Quwain
2022,5,5,40.6,31.3,22.8,Sunny and Hot,,Umm Al Quwain
2018,1,17,23.8,19.7,16.2,Cold and Cloudy,,Umm Al Quwain
2019,6,24,44,37.4,32.8,Sunny and Hot,,Umm Al Quwain
2022,8,9,48.8,39.7,33.2,Sunny and Hot,,Umm Al Quwain
2020,6,4,43.7,35.8,27.5,Sunny and Hot,,Umm Al Quwain
2019,5,4,38.7,30,21.7,Sunny and Hot,,Umm Al Quwain
2022,3,7,36.8,27.2,18.3,Sunny and Warm,,Umm Al Quwain
2022,12,26,25.6,20.6,17.1,Sunny and Warm,,Umm Al Quwain
2021,9,2,44,36.2,31.5,Sunny and Hot,,Umm Al Quwain
2021,3,29,30.4,25.3,21.1,Sunny and Warm,,Umm Al Quwain
2018,6,10,40.3,35.6,31.3,Sunny and Hot,,Umm Al Quwain
2021,10,21,37.1,30.9,24.9,Sunny and Hot,,Umm Al Quwain
2019,12,21,26.4,20.2,13.7,Sunny and Warm,,Umm Al Quwain
2020,5,11,39.7,33.3,27.9,Sunny and Hot,,Umm Al Quwain
2018,6,1,43.6,35.3,26.8,Sunny and Hot,,Umm Al Quwain
2022,4,2,35.3,26.2,17.4,Sunny and Warm,,Umm Al Quwain
2020,7,10,48.3,39.1,32.3,Sunny and Hot,,Umm Al Quwain
2018,11,26,29.2,24.5,21.2,Sunny and Warm,,Umm Al Quwain
2022,6,3,45.4,35.1,27.4,Sunny and Hot,,Umm Al Quwain
2021,2,12,28.9,21,15.5,Sunny and Warm,,Umm Al Quwain
2018,9,9,45.8,35.2,28.6,Sunny and Hot,,Umm Al Quwain
2019,2,8,25.9,17.6,9.5,Cold and Cloudy,,Umm Al Quwain
2018,1,16,25.1,18.1,13.2,Cold and Cloudy,,Umm Al Quwain
2021,9,29,42.1,34.8,31.1,Sunny and Hot,,Umm Al Quwain
2020,3,9,27.8,21.7,16.4,Sunny and Warm,,Umm Al Quwain
2020,8,20,45.1,37.2,33.6,Sunny and Hot,,Umm Al Quwain
2018,8,17,45.9,36.6,31.4,Sunny and Hot,,Umm Al Quwain
2022,2,6,23.8,20.8,18.5,Sunny and Warm,,Umm Al Quwain
2020,5,28,45,35.3,28.7,Sunny and Hot,,Umm Al Quwain
2022,2,22,24.5,20.3,17.1,Sunny and Warm,,Umm Al Quwain
2022,1,15,27.3,22.2,16.3,Sunny and Warm,,Umm Al Quwain
2019,2,8,25.9,17.6,9.5,Cold and Cloudy,,Umm Al Quwain
2021,12,17,29.5,21.6,14.9,Sunny and Warm,,Umm Al Quwain
2020,8,12,43.4,36.9,33.7,Sunny and Hot,,Umm Al Quwain
2022,6,10,44,36.9,30.8,Sunny and Hot,,Umm Al Quwain
2021,12,30,29.3,22.9,18.9,Sunny and Warm,,Umm Al Quwain
2020,2,1,24.9,17.5,10.7,Cold and Cloudy,,Umm Al Quwain
2019,10,26,40.1,30.6,23.4,Sunny and Hot,,Umm Al Quwain
2020,12,17,28.8,21.2,14,Sunny and Warm,,Umm Al Quwain
2019,4,21,41.6,33,25.7,Sunny and Hot,,Umm Al Quwain
2022,2,12,30.7,22.5,15.1,Sunny and Warm,,Umm Al Quwain
2021,6,28,45.8,38.2,32.4,Sunny and Hot,,Umm Al Quwain
2020,8,14,41.6,35.8,31.2,Sunny and Hot,,Umm Al Quwain
2019,6,8,45.6,36.5,28.4,Sunny and Hot,,Umm Al Quwain
2019,2,13,23.5,19.3,16.4,Cold and Cloudy,,Umm Al Quwain
2021,12,11,28.7,22.2,16.5,Sunny and Warm,,Umm Al Quwain
2019,12,6,29.2,22.4,15.8,Sunny and Warm,,Umm Al Quwain
2021,2,18,34.4,25.4,16.8,Sunny and Warm,,Umm Al Quwain
2022,6,28,43,35.5,30.9,Sunny and Hot,,Umm Al Quwain
2019,4,21,41.6,33,25.7,Sunny and Hot,,Umm Al Quwain
2020,6,28,45.3,36.4,32.1,Sunny and Hot,,Umm Al Quwain
2021,1,20,27.9,19.2,11.6,Cold and Cloudy,,Umm Al Quwain
2019,11,17,30.8,24.5,17.1,Sunny and Warm,,Umm Al Quwain
2021,8,6,44.2,36.7,30.9,Sunny and Hot,,Umm Al Quwain
2019,11,16,30.2,23.9,17.9,Sunny and Warm,,Umm Al Quwain
2023,1,25,23.8,19.2,15.6,Cold and Cloudy,,Umm Al Quwain
2021,12,14,29.5,21.8,13.9,Sunny and Warm,,Umm Al Quwain
2022,7,21,46,38.9,34.2,Sunny and Hot,,Umm Al Quwain
2022,7,11,41,34.2,30.2,Sunny and Hot,,Umm Al Quwain
2018,7,13,47.1,37.4,29.2,Sunny and Hot,,Umm Al Quwain
2022,1,27,29.9,21.1,11.7,Sunny and Warm,,Umm Al Quwain
2020,1,16,22.2,17,11,Cold and Cloudy,,Umm Al Quwain
2020,8,17,41.4,36.4,32.5,Sunny and Hot,,Umm Al Quwain
2022,5,24,42.9,34,27,Sunny and Hot,,Umm Al Quwain
2021,7,11,48.2,40.3,34.4,Sunny and Hot,,Umm Al Quwain
2023,1,9,27,20.8,15.6,Sunny and Warm,,Umm Al Quwain
2019,2,1,28.8,21,14.7,Sunny and Warm,,Umm Al Quwain
2022,7,5,39.9,35.7,32.3,Sunny and Hot,,Umm Al Quwain
2022,5,18,40.8,31.4,24.4,Sunny and Hot,,Umm Al Quwain
2018,6,4,47,36.3,28.5,Sunny and Hot,,Umm Al Quwain
2019,10,18,39.3,30.6,24.8,Sunny and Hot,,Umm Al Quwain
2021,1,9,25.3,17.5,9.1,Cold and Cloudy,,Umm Al Quwain
2019,11,3,34,27.4,20.9,Sunny and Warm,,Umm Al Quwain
2019,3,26,35.8,30.9,26.2,Sunny and Hot,,Umm Al Quwain
2021,6,14,42.3,35,28,Sunny and Hot,,Umm Al Quwain
2021,9,4,45.3,36.4,28.6,Sunny and Hot,,Umm Al Quwain
2021,11,6,33.9,27.8,22.2,Sunny and Warm,,Umm Al Quwain
2020,1,19,27.6,19.8,12.8,Cold and Cloudy,,Umm Al Quwain
2021,4,28,41.3,34.6,29,Sunny and Hot,,Umm Al Quwain
2022,6,1,43.7,33.8,26,Sunny and Hot,,Umm Al Quwain
2023,1,18,24.4,21.8,19.8,Sunny and Warm,,Umm Al Quwain
2019,5,15,40.9,33.4,24.9,Sunny and Hot,,Umm Al Quwain
2022,4,4,38.1,26.4,19.6,Sunny and Warm,,Umm Al Quwain
2020,3,26,30.1,22.1,15.5,Sunny and Warm,,Umm Al Quwain
2021,9,28,40.9,33.5,28.8,Sunny and Hot,,Umm Al Quwain
2023,1,23,25.4,19.7,16.3,Cold and Cloudy,,Umm Al Quwain
2019,12,19,25.7,23,20.4,Sunny and Warm,,Umm Al Quwain
2018,8,2,42.2,35.9,31.1,Sunny and Hot,,Umm Al Quwain
2019,5,27,46.1,36.2,27.9,Sunny and Hot,,Umm Al Quwain
2018,10,24,35.7,30.6,26.5,Sunny and Hot,,Umm Al Quwain
2020,12,4,30.5,23.7,16.8,Sunny and Warm,,Umm Al Quwain
2018,8,22,45.3,36.7,31.7,Sunny and Hot,,Umm Al Quwain
2021,11,23,34.1,26.6,19.2,Sunny and Warm,,Umm Al Quwain
2021,3,28,33.2,26.2,20.4,Sunny and Warm,,Umm Al Quwain
2021,8,26,41.8,35.9,31.4,Sunny and Hot,,Umm Al Quwain
2018,4,23,42.3,33.6,27.9,Sunny and Hot,,Umm Al Quwain
2018,5,27,42.2,35.2,30.1,Sunny and Hot,,Umm Al Quwain
2020,8,6,44,36.9,31.8,Sunny and Hot,,Umm Al Quwain
2019,6,23,44.9,37.8,32.9,Sunny and Hot,,Umm Al Quwain
2019,2,3,26.5,21.5,18.9,Sunny and Warm,,Umm Al Quwain
2020,2,13,21.1,17,11.7,Cold and Cloudy,,Umm Al Quwain
2022,7,22,47.4,40.4,35.5,Sunny and Hot,,Umm Al Quwain
2019,7,28,45.8,39.7,34.4,Sunny and Hot,,Umm Al Quwain
2019,9,26,41.4,34.2,29.9,Sunny and Hot,,Umm Al Quwain
2021,10,16,40.1,31.4,25.4,Sunny and Hot,,Umm Al Quwain
2020,5,23,42.8,33.4,26.1,Sunny and Hot,,Umm Al Quwain
2021,4,24,43.5,32.3,23.1,Sunny and Hot,,Umm Al Quwain
2021,7,11,48.2,40.3,34.4,Sunny and Hot,,Umm Al Quwain
2019,5,8,40.8,31.7,24.3,Sunny and Hot,,Umm Al Quwain
2019,9,18,46.1,35.2,29.7,Sunny and Hot,,Umm Al Quwain
2020,12,9,26.4,22.1,18.2,Sunny and Warm,,Umm Al Quwain
2019,3,23,33.8,28.2,23.7,Sunny and Warm,,Umm Al Quwain
2021,8,7,43.8,37.1,30.7,Sunny and Hot,,Umm Al Quwain
2019,2,9,28.3,19.6,11.1,Cold and Cloudy,,Umm Al Quwain
2020,4,15,30.5,25,21.4,Sunny and Warm,,Umm Al Quwain
2019,10,9,38.8,32.1,26.6,Sunny and Hot,,Umm Al Quwain
2018,5,16,40.8,33.1,28.2,Sunny and Hot,,Umm Al Quwain
2020,9,11,46,34.4,26.9,Sunny and Hot,,Umm Al Quwain
2021,11,7,34.8,27.5,20.4,Sunny and Warm,,Umm Al Quwain
2022,6,2,44.2,36.2,29.7,Sunny and Hot,,Umm Al Quwain
2021,5,20,44.6,34.8,25.7,Sunny and Hot,,Umm Al Quwain
2020,10,19,37.7,27.9,18.6,Sunny and Warm,,Umm Al Quwain
2019,2,21,23.6,18.4,12.9,Cold and Cloudy,,Umm Al Quwain
2019,3,23,33.8,28.2,23.7,Sunny and Warm,,Umm Al Quwain
2021,9,27,39.2,33.6,28.7,Sunny and Hot,,Umm Al Quwain
2022,5,7,44.2,36,29.9,Sunny and Hot,,Umm Al Quwain
2022,4,30,35.7,30.6,26.7,Sunny and Hot,,Umm Al Quwain
2021,5,16,42.8,33.6,24.5,Sunny and Hot,,Umm Al Quwain
2021,4,4,31.5,26.1,22.5,Sunny and Warm,,Umm Al Quwain
2020,1,7,24.7,19.4,12.8,Cold and Cloudy,,Umm Al Quwain
2019,4,24,28.1,24.6,21.9,Sunny and Warm,,Umm Al Quwain
2018,3,9,34.3,24.3,15.1,Sunny and Warm,,Umm Al Quwain
2018,9,21,45.3,34.8,27.2,Sunny and Hot,,Umm Al Quwain
2023,2,13,34.8,25.2,16.9,Sunny and Warm,,Umm Al Quwain
2021,5,2,39.7,30.7,23.2,Sunny and Hot,,Umm Al Quwain
2019,2,13,23.5,19.3,16.4,Cold and Cloudy,,Umm Al Quwain
2019,3,11,25.7,18.4,11.2,Cold and Cloudy,,Umm Al Quwain
2019,4,19,40.3,32.2,23.2,Sunny and Hot,,Umm Al Quwain
2022,1,28,26.6,20.6,14.8,Sunny and Warm,,Umm Al Quwain
2022,3,8,36.7,29.7,23.4,Sunny and Warm,,Umm Al Quwain
2019,12,20,26.3,21.3,16.2,Sunny and Warm,,Umm Al Quwain
2019,6,10,44.4,35.3,27.2,Sunny and Hot,,Umm Al Quwain
2022,4,21,39.1,27.7,19.1,Sunny and Warm,,Umm Al Quwain
2019,6,2,42.6,34.2,25.3,Sunny and Hot,,Umm Al Quwain
2018,6,14,42.1,34,25.3,Sunny and Hot,,Umm Al Quwain
2019,2,11,28.6,22.8,16.9,Sunny and Warm,,Umm Al Quwain
2020,10,14,38.6,31.5,26.9,Sunny and Hot,,Umm Al Quwain
2019,1,2,30.4,21.8,14.8,Sunny and Warm,,Umm Al Quwain
2021,2,17,34.2,24.2,13.6,Sunny and Warm,,Umm Al Quwain
2018,11,25,34.3,27.3,21.4,Sunny and Warm,,Umm Al Quwain
2019,12,18,29.1,24.3,21.1,Sunny and Warm,,Umm Al Quwain
2022,4,9,41.8,30.6,21.8,Sunny and Hot,,Umm Al Quwain
2020,10,21,38.9,27.9,19.5,Sunny and Warm,,Umm Al Quwain
2021,2,27,24.7,20.8,17.8,Sunny and Warm,,Umm Al Quwain
2020,1,14,21,17.1,13.6,Cold and Cloudy,,Umm Al Quwain
2019,8,11,42.6,36.7,32.9,Sunny and Hot,,Umm Al Quwain
2018,5,9,45.9,35.4,26.1,Sunny and Hot,,Umm Al Quwain
2020,8,27,44.8,37.6,33.7,Sunny and Hot,,Umm Al Quwain
2018,2,20,26.8,21.7,17,Sunny and Warm,,Umm Al Quwain
2019,11,19,31.1,25.7,19.9,Sunny and Warm,,Umm Al Quwain
2020,3,21,31.1,25.5,20.3,Sunny and Warm,,Umm Al Quwain
2020,4,12,38.8,32.6,25.6,Sunny and Hot,,Umm Al Quwain
2019,2,8,25.9,17.6,9.5,Cold and Cloudy,,Umm Al Quwain
2022,7,28,40.6,34.5,29.6,Sunny and Hot,,Umm Al Quwain
2019,6,10,44.4,35.3,27.2,Sunny and Hot,,Umm Al Quwain
2022,2,17,25.3,19.5,12.5,Cold and Cloudy,,Umm Al Quwain
2019,4,26,30.4,24.1,17.2,Sunny and Warm,,Umm Al Quwain
2018,7,11,50.6,39.6,32.4,Sunny and Hot,,Umm Al Quwain
2018,12,29,28.1,20.2,13,Sunny and Warm,,Umm Al Quwain
2022,7,13,42,37.3,33.2,Sunny and Hot,,Umm Al Quwain
2020,2,12,20.3,17.6,15.1,Cold and Cloudy,,Umm Al Quwain
2018,9,9,45.8,35.2,28.6,Sunny and Hot,,Umm Al Quwain
2021,7,1,45.9,36.9,30.1,Sunny and Hot,,Umm Al Quwain
2018,5,20,39.5,31.6,24.3,Sunny and Hot,,Umm Al Quwain
2019,10,9,38.8,32.1,26.6,Sunny and Hot,,Umm Al Quwain
2021,7,14,46.1,39.4,34.7,Sunny and Hot,,Umm Al Quwain
2022,12,9,29.6,24.8,19.8,Sunny and Warm,,Umm Al Quwain
2019,12,15,29.5,23.1,18.3,Sunny and Warm,,Umm Al Quwain
2018,12,13,27.7,21,14.4,Sunny and Warm,,Umm Al Quwain
2020,4,9,43.4,32.9,23.9,Sunny and Hot,,Umm Al Quwain
2018,7,6,46.6,41.4,37.1,Sunny and Hot,,Umm Al Quwain
2021,6,23,48.9,39.2,32.3,Sunny and Hot,,Umm Al Quwain
2020,11,13,35.4,28.5,22.5,Sunny and Warm,,Umm Al Quwain
2021,12,27,26.5,22.8,20.6,Sunny and Warm,,Umm Al Quwain
2019,8,30,47.4,36.3,26.9,Sunny and Hot,,Umm Al Quwain
2021,2,7,28.2,21.8,15.8,Sunny and Warm,,Umm Al Quwain
2022,10,5,41.3,32.6,26.6,Sunny and Hot,,Umm Al Quwain
2019,4,20,41.8,32.5,25,Sunny and Hot,,Umm Al Quwain
2018,12,20,27.2,21,13.2,Sunny and Warm,,Umm Al Quwain
2022,9,17,40.5,34.8,29,Sunny and Hot,,Umm Al Quwain
2019,12,22,26.8,19.9,12.2,Cold and Cloudy,,Umm Al Quwain
2019,3,9,26.1,19.2,11.1,Cold and Cloudy,,Umm Al Quwain
2022,11,30,33.7,26.1,20,Sunny and Warm,,Umm Al Quwain
2021,9,10,42.1,35.7,31.1,Sunny and Hot,,Umm Al Quwain
2021,3,31,35.6,26.6,18.7,Sunny and Warm,,Umm Al Quwain
2020,9,15,44.5,34.7,26.9,Sunny and Hot,,Umm Al Quwain
2019,4,21,41.6,33,25.7,Sunny and Hot,,Umm Al Quwain
2018,11,4,34.4,26.9,20.1,Sunny and Warm,,Umm Al Quwain
2019,12,11,29.3,24.3,22,Sunny and Warm,,Umm Al Quwain
2020,12,3,30.7,23.5,17.1,Sunny and Warm,,Umm Al Quwain
2021,11,20,31.5,25.2,19.3,Sunny and Warm,,Umm Al Quwain
2019,2,27,28.9,20,12.6,Sunny and Warm,,Umm Al Quwain
2019,7,26,44.6,37.4,32.9,Sunny and Hot,,Umm Al Quwain
2022,12,6,33,25.1,18.4,Sunny and Warm,,Umm Al Quwain
2021,4,14,39.9,32.6,25.4,Sunny and Hot,,Umm Al Quwain
2019,4,26,30.4,24.1,17.2,Sunny and Warm,,Umm Al Quwain
2018,5,6,39.8,32.4,25.7,Sunny and Hot,,Umm Al Quwain
2021,11,16,32.8,26.6,20.5,Sunny and Warm,,Umm Al Quwain
2018,2,19,31.2,23.5,18.4,Sunny and Warm,,Umm Al Quwain
2019,1,31,26.6,21.2,16.8,Sunny and Warm,,Umm Al Quwain
2019,1,20,22,18.6,15.8,Cold and Cloudy,,Umm Al Quwain
2019,10,19,38.3,30.4,24.6,Sunny and Hot,,Umm Al Quwain
2018,12,23,25,20.9,16,Sunny and Warm,,Umm Al Quwain
2021,3,3,36.5,27.5,20.7,Sunny and Warm,,Umm Al Quwain
2021,4,1,36.3,26.8,17.4,Sunny and Warm,,Umm Al Quwain
2022,5,5,40.6,31.3,22.8,Sunny and Hot,,Umm Al Quwain
2018,8,12,43.1,36.8,31.6,Sunny and Hot,,Umm Al Quwain
2021,8,4,46.9,37.8,30.1,Sunny and Hot,,Umm Al Quwain
2022,12,28,24.8,21,17.9,Sunny and Warm,,Umm Al Quwain
2021,3,28,33.2,26.2,20.4,Sunny and Warm,,Umm Al Quwain
2022,12,4,30.6,24.5,18.2,Sunny and Warm,,Umm Al Quwain
2019,8,25,46.4,37.2,30.1,Sunny and Hot,,Umm Al Quwain
2022,5,28,40,33.1,27.8,Sunny and Hot,,Umm Al Quwain
2019,7,16,42.1,35.5,30.1,Sunny and Hot,,Umm Al Quwain
